datetime,Jz_rms,absJz,nst,Kp_max,Dst_min,aod550_total,aod550_org,aod550_bc,aod550_fumaca
2024-06-23,7.443091173106784,4.644327527345912,8.0,3.333,-12.0,0.113146104,0.06166439,0.0061779534,0.06784234
2024-06-24,11.723988075932347,7.243423781702805,8.0,1.667,-10.0,0.12216659,0.0677732,0.006771489,0.07454469
2024-06-25,11.425182930830504,7.122922572848165,8.589473684210526,2.667,-16.0,0.12042217,0.06447069,0.006512376,0.07098307
2024-06-26,5.52163061495769,4.115752939597013,9.810526315789474,2.667,-19.0,0.11919065,0.06587801,0.0069675124,0.072845526
2024-06-27,10.615733802504788,7.3545874723696105,9.389473684210527,3.333,-22.0,0.11690981,0.06721714,0.006930681,0.07414782
2024-06-28,7.599837502763588,5.358458558410591,9.6,7.667,,0.11941522,0.071799874,0.0076466743,0.07944655
2024-06-29,7.579797907565322,4.950572981790977,8.91578947368421,4.0,-64.0,0.1362528,0.083896406,0.008730301,0.092626706
2024-06-30,5.924613978648429,4.030389805825133,9.0,3.667,-35.0,0.13331917,0.08183517,0.0086936075,0.09052878
2024-07-01,7.0258023618766945,4.955616421570531,9.6,1.667,-30.0,0.11912864,0.07429959,0.0078848135,0.082184404
2024-07-02,4.770691741720764,3.7189643004438664,9.0,1.333,-20.0,0.10878631,0.06782535,0.0074404096,0.07526576
2024-07-03,4.92172364755418,3.71725424744053,8.294736842105262,1.333,-19.0,0.11688344,0.072381526,0.008040325,0.08042185
2024-07-04,9.835030017487025,6.769857687994676,8.989473684210527,3.0,-11.0,0.13343613,0.08218297,0.008917425,0.091100395
2024-07-05,7.926577906616458,5.002834789098075,9.978947368421053,3.0,-9.0,0.13363445,0.08311544,0.008772804,0.09188825
2024-07-06,5.7516695623497895,4.335707574578025,9.621052631578948,1.0,-9.0,0.13074897,0.077841416,0.008069936,0.08591135
2024-07-07,11.504820188884711,7.671832013432798,9.378947368421052,2.667,-8.0,0.13306144,0.077401586,0.008081557,0.08548314
2024-07-08,9.60744669086785,6.65854727256309,10.0,3.333,-14.0,0.11976432,0.06921975,0.0069691325,0.076188885
2024-07-09,9.659460160206738,6.31385408724115,9.936842105263159,2.333,0.0,0.113873154,0.064451404,0.00636189,0.0708133
2024-07-10,11.642406472600205,7.605907274827122,10.736842105263158,1.667,-7.0,0.11870556,0.06712796,0.006885576,0.07401353
2024-07-11,12.809329241720198,8.436059321497181,10.4,2.0,-7.0,0.12850611,0.07480503,0.007305,0.08211003
2024-07-12,13.053487959093387,8.575884172469827,10.989473684210527,2.0,-7.0,0.13296677,0.07870686,0.0075127506,0.086219616
2024-07-13,11.972133782781716,7.210990744596345,10.505263157894737,1.333,-4.0,0.12334189,0.07195378,0.0070018834,0.078955665
2024-07-14,13.169571919709384,8.801686300703707,10.0,1.333,-4.0,0.10824822,0.061859474,0.005860541,0.06772002
2024-07-15,13.372925288048108,8.288109607351725,11.0,3.0,2.0,0.10017804,0.05692193,0.0054992186,0.06242115
2024-07-16,9.664299337769462,7.509350384390346,10.989473684210527,3.333,-13.0,0.093098864,0.05218407,0.005236241,0.057420313
2024-07-17,10.496651016611152,7.124491431254569,11.0,2.333,-3.0,0.09082803,0.050886486,0.005578371,0.05646486
2024-07-18,41.215117413057854,25.207226943626736,10.6,1.333,0.0,0.09806412,0.05879093,0.007067164,0.065858096
2024-07-19,12.068078663886137,7.762467997177176,10.610526315789473,1.333,1.0,0.104380086,0.06621278,0.008285176,0.07449796
2024-07-20,9.370747506403424,6.475057826112341,9.789473684210526,2.667,-4.0,0.11888732,0.077120855,0.009496914,0.08661777
2024-07-21,13.904910952713744,9.515352004911882,10.0,1.667,-1.0,0.12484361,0.0821659,0.010660736,0.092826635
2024-07-22,13.075409459733399,8.078649117142536,9.978947368421053,3.0,-22.0,0.12808768,0.0882206,0.0119727515,0.100193344
2024-07-23,13.791283680696306,8.356389989103416,9.978947368421053,2.667,-17.0,0.13038814,0.09046227,0.012667437,0.10312971
2024-07-24,36.88032041312962,15.228426708736563,9.336842105263157,1.667,7.0,0.13184449,0.08944249,0.013024541,0.10246704
2024-07-25,13.613742234247045,8.564144613212006,9.16842105263158,3.333,2.0,0.14173111,0.09512995,0.0139644565,0.1090944
2024-07-26,9.519737321860172,6.815292335769279,9.715789473684211,5.0,-50.0,0.1580827,0.10902262,0.016103834,0.12512645
2024-07-27,8.534147857831128,5.932085051184323,9.0,4.0,-31.0,0.1832034,0.1289875,0.019105557,0.14809307
2024-07-28,10.610545635773745,7.18651030498898,8.978947368421053,2.667,-24.0,0.21116172,0.15134102,0.021888133,0.17322916
2024-07-29,6.1470190621264935,4.172746816389561,8.863157894736842,2.0,-20.0,0.21072215,0.15079701,0.020998856,0.17179586
2024-07-30,8.82250106103187,6.027942028920907,8.968421052631578,5.333,-31.0,0.19024993,0.13036022,0.019727442,0.15008765
2024-07-31,7.878133057316721,6.273610935253238,9.263157894736842,4.667,-25.0,0.19107595,0.1308542,0.021251522,0.15210572
2024-08-01,8.705155937206536,5.784205134062996,9.368421052631579,5.333,-18.0,0.19270135,0.13339853,0.02240083,0.15579937
2024-08-02,15.128452807988449,9.032065328696874,10.0,2.667,0.0,0.18817165,0.1270411,0.023299547,0.15034065
